


  RMIN =  .750  MAXV   = 10  BE =    2.6500
         2.3550            5669.271         2.3600            5724.205         2.3650            5778.926
         2.3700            5833.410         2.3750            5887.652         2.3800            5941.702
         2.3850            5995.538         2.3900            6049.139         2.3950            6102.501
         2.4000            6155.623         2.4050            6208.518         2.4100            6261.200
         2.4150            6313.691         2.4200            6365.898         2.4250            6417.880
         2.4300            6469.627         2.4350            6521.140         2.4400            6572.414
         2.4450            6623.445         2.4500            6674.239         2.4550            6724.791
         2.4600            6775.112         2.4650            6825.195         2.4700            6875.022
         2.4750            6924.599         2.4800            6973.933         2.4850            7023.023
         2.4900            7071.876         2.4950            7120.486         2.5000            7168.853
         2.5050            7216.967         2.5100            7264.938         2.5150            7312.184
         2.5200            7358.799         2.5250            7404.872         2.5300            7450.478
         2.5350            7495.663         2.5400            7540.462         2.5450            7584.881
         2.5500            7628.913         2.5550            7672.555         2.5600            7715.847
         2.5650            7758.773         2.5700            7801.342         2.5750            7843.565
         2.5800            7885.445         2.5850            7926.990         2.5900            7968.199
         2.5950            8009.077         2.6000            8049.619         2.6050            8089.834
         2.6100            8129.732         2.6150            8169.311         2.6200            8208.571
         2.6250            8247.521         2.6300            8286.157         2.6350            8324.488
         2.6400            8362.511         2.6450            8400.231         2.6500            8437.646
         2.6550            8474.762         2.6600            8511.587         2.6650            8548.111
         2.6700            8584.340         2.6750            8620.280         2.6800            8655.935
         2.6850            8691.308         2.6900            8726.397         2.6950            8761.207
         2.7000            8795.731         2.7050            8829.968         2.7100            8863.918
         2.7150            8897.610         2.7200            8931.039         2.7250            8964.199
         2.7300            8997.095         2.7350            9029.723         2.7400            9062.088
         2.7450            9094.188         2.7500            9126.031         2.7550            9157.614
         2.7600            9188.947         2.7650            9220.029         2.7700            9250.795
1
         2.7750            9280.979         2.7800            9310.621         2.7850            9339.770
         2.7900            9368.470         2.7950            9396.757         2.8000            9424.663
         2.8050            9452.213         2.8100            9479.429         2.8150            9506.319
         2.8200            9532.897         2.8250            9559.161         2.8300            9585.120
         2.8350            9610.781         2.8400            9636.138         2.8450            9661.201
         2.8500            9685.976         2.8550            9710.472         2.8600            9734.692
         2.8650            9758.646         2.8700            9782.337         2.8750            9805.769
         2.8800            9828.944         2.8850            9851.869         2.8900            9874.543
         2.8950            9896.970         2.9000            9919.184         2.9050            9941.131
         2.9100            9962.823         2.9150            9984.274         2.9200           10005.490
         2.9250           10026.490         2.9300           10047.270         2.9350           10067.840
         2.9400           10088.190         2.9450           10108.340         2.9500           10128.280
         2.9550           10148.000         2.9600           10167.510         2.9650           10186.780
         2.9700           10205.830         2.9750           10224.680         2.9800           10243.360
         2.9850           10261.850         2.9900           10280.150         2.9950           10298.260
         3.0000           10316.190         3.0050           10333.920         3.0100           10351.460
         3.0150           10368.820         3.0200           10385.990         3.0250           10402.980
         3.0300           10419.790         3.0350           10436.430         3.0400           10452.900
         3.0450           10469.210         3.0500           10485.340         3.0550           10501.280
         3.0600           10517.070         3.0650           10532.690         3.0700           10548.160
         3.0750           10563.460         3.0800           10578.610         3.0850           10593.610
         3.0900           10608.450         3.0950           10623.140         3.1000           10637.670
         3.1050           10652.060         3.1100           10666.290         3.1150           10680.380
         3.1200           10694.320         3.1250           10708.120         3.1300           10721.770
         3.1350           10735.270         3.1400           10746.210         3.1450           10757.330
         3.1500           10768.600         3.1550           10779.970         3.1600           10791.390
         3.1650           10802.820         3.1700           10814.220         3.1750           10825.580
         3.1800           10836.850         3.1850           10848.030         3.1900           10859.090
         3.1950           10870.030         3.2000           10880.830         3.2050           10891.490
         3.2100           10902.010         3.2150           10912.410         3.2200           10922.690
         3.2250           10932.860         3.2300           10942.940         3.2350           10952.970
         3.2400           10962.960         3.2450           10972.730         3.2500           10982.390
         3.2550           10991.940         3.2600           11001.390         3.2650           11010.720
         3.2700           11019.960         3.2750           11029.090         3.2800           11038.120
         3.2850           11047.050         3.2900           11055.880         3.2950           11064.610
         3.3000           11073.240         3.3050           11081.770         3.3100           11090.210
         3.3150           11098.560         3.3200           11106.810         3.3250           11114.970
         3.3300           11123.030         3.3350           11131.000         3.3400           11138.890
         3.3450           11146.680         3.3500           11154.380         3.3550           11161.990
         3.3600           11169.520         3.3650           11176.970         3.3700           11184.340
         3.3750           11191.630         3.3800           11198.830         3.3850           11205.950
         3.3900           11213.000         3.3950           11219.960         3.4000           11226.850
         3.4050           11233.660         3.4100           11240.390         3.4150           11247.050
         3.4200           11253.630         3.4250           11260.270         3.4300           11266.870
         3.4350           11273.470         3.4400           11280.060         3.4450           11286.640
1
         3.4500           11293.220         3.4550           11299.800         3.4600           11306.360
         3.4650           11312.920         3.4700           11319.480         3.4750           11326.030
         3.4800           11332.570         3.4850           11339.110         3.4900           11345.640
         3.4950           11352.170         3.5000           11358.690         3.5050           11365.200
         3.5100           11371.710         3.5150           11378.220         3.5200           11384.710
         3.5250           11391.200         3.5300           11397.690         3.5350           11404.170
         3.5400           11410.640         3.5450           11417.110         3.5500           11423.570
         3.5550           11430.030         3.5600           11436.480         3.5650           11442.920
         3.5700           11449.360         3.5750           11455.790         3.5800           11462.220
         3.5850           11468.640         3.5900           11475.060         3.5950           11481.470
         3.6000           11487.870         3.6050           11494.270         3.6100           11500.660
         3.6150           11507.050         3.6200           11513.430         3.6250           11519.800
         3.6300           11526.170         3.6350           11532.530         3.6400           11538.890
         3.6450           11545.240         3.6500           11551.590         3.6550           11557.930
         3.6600           11564.260         3.6650           11570.590         3.6700           11576.920
         3.6750           11583.230         3.6800           11589.540         3.6850           11595.850
         3.6900           11602.150         3.6950           11608.440         3.7000           11614.730
         3.7050           11621.010         3.7100           11627.290         3.7150           11633.560
         3.7200           11639.830         3.7250           11646.090         3.7300           11652.340
         3.7350           11658.590         3.7400           11664.830         3.7450           11671.070
         3.7500           11677.300         3.7550           11683.520         3.7600           11689.740
         3.7650           11695.960         3.7700           11702.170         3.7750           11708.370
         3.7800           11714.560         3.7850           11720.760         3.7900           11726.940
         3.7950           11733.120         3.8000           11739.290         3.8050           11745.460
         3.8100           11751.630         3.8150           11757.780         3.8200           11763.930
         3.8250           11770.080         3.8300           11776.220         3.8350           11782.350
         3.8400           11788.480         3.8450           11794.600         3.8500           11800.720
         3.8550           11806.830         3.8600           11812.940         3.8650           11819.040
         3.8700           11825.130         3.8750           11831.220         3.8800           11837.310
         3.8850           11843.380         3.8900           11849.460         3.8950           11855.520
         3.9000           11861.580         3.9050           11867.640         3.9100           11873.690
         3.9150           11879.730         3.9200           11885.770         3.9250           11891.800
         3.9300           11897.830         3.9350           11903.850         3.9400           11909.870
         3.9450           11915.880         3.9500           11921.880         3.9550           11927.880
         3.9600           11933.870         3.9650           11939.860         3.9700           11945.840
         3.9750           11951.820         3.9800           11957.790         3.9850           11963.760
         3.9900           11969.710         3.9950           11975.670         4.0000           11981.620
         4.0050           11987.560         4.0100           11993.500         4.0150           11999.430
         4.0200           12005.360         4.0250           12011.280         4.0300           12017.190
         4.0350           12023.100         4.0400           12029.010         4.0450           12034.910
         4.0500           12040.800         4.0550           12046.690         4.0600           12052.570
         4.0650           12058.450         4.0700           12064.320         4.0750           12070.180
         4.0800           12076.040         4.0850           12081.900         4.0900           12087.750
         4.0950           12093.590         4.1000           12099.430         4.1050           12105.260
         4.1100           12111.090         4.1150           12116.910         4.1200           12122.720
1
         4.1250           12128.530         4.1300           12134.340         4.1350           12140.140
         4.1400           12145.930         4.1450           12151.720         4.1500           12157.500
         4.1550           12163.280         4.1600           12169.050         4.1650           12174.820
         4.1700           12180.580         4.1750           12186.340         4.1800           12192.090
         4.1850           12197.830         4.1900           12203.570         4.1950           12209.310
         4.2000           12215.030         4.2050           12220.760         4.2100           12226.470
         4.2150           12232.190         4.2200           12237.890         4.2250           12243.590
         4.2300           12249.290         4.2350           12254.980         4.2400           12260.670
         4.2450           12266.350         4.2500           12272.020         4.2550           12277.690
         4.2600           12283.350         4.2650           12289.010         4.2700           12294.660
         4.2750           12300.310         4.2800           12305.950         4.2850           12311.590
         4.2900           12317.220         4.2950           12322.840         4.3000           12328.460
         4.3050           12334.080         4.3100           12339.690         4.3150           12345.290
         4.3200           12350.890         4.3250           12356.490         4.3300           12362.070
         4.3350           12367.660         4.3400           12373.230         4.3450           12378.810
         4.3500           12384.370         4.3550           12389.930         4.3600           12395.490
         4.3650           12401.040         4.3700           12406.580         4.3750           12412.130
         4.3800           12417.660         4.3850           12423.190         4.3900           12428.710
         4.3950           12434.230         4.4000           12439.750         4.4050           12445.250
         4.4100           12450.760         4.4150           12456.250         4.4200           12461.750
         4.4250           12467.230         4.4300           12472.710         4.4350           12478.190
         4.4400           12483.660         4.4450           12489.130         4.4500           12494.590
         4.4550           12500.040         4.4600           12505.490         4.4650           12510.940
         4.4700           12516.380         4.4750           12521.810         4.4800           12527.240
         4.4850           12532.660         4.4900           12538.080         4.4950           12543.500
         4.5000           12548.900         4.5050           12554.310         4.5100           12559.700
         4.5150           12565.100         4.5200           12570.480         4.5250           12575.860
         4.5300           12581.240         4.5350           12586.610         4.5400           12591.980
         4.5450           12597.340         4.5500           12602.690         4.5550           12608.040
         4.5600           12613.390         4.5650           12618.730         4.5700           12624.060
         4.5750           12629.390         4.5800           12634.720         4.5850           12640.040
         4.5900           12645.350         4.5950           12650.660         4.6000           12655.960
         4.6050           12661.260         4.6100           12666.560         4.6150           12671.850
         4.6200           12677.130         4.6250           12682.410         4.6300           12687.680
         4.6350           12692.950         4.6400           12698.210         4.6450           12703.470
         4.6500           12708.720         4.6550           12713.970         4.6600           12719.210
         4.6650           12724.450         4.6700           12729.680         4.6750           12734.900
         4.6800           12740.130         4.6850           12745.340         4.6900           12750.550
         4.6950           12755.760         4.7000           12760.960         4.7050           12766.160
         4.7100           12771.350         4.7150           12776.530         4.7200           12781.710
         4.7250           12786.890         4.7300           12792.060         4.7350           12797.220
         4.7400           12802.380         4.7450           12807.540         4.7500           12812.690
         4.7550           12817.830         4.7600           12822.980         4.7650           12828.110
         4.7700           12833.240         4.7750           12838.370         4.7800           12843.490
         4.7850           12848.600         4.7900           12853.710         4.7950           12858.810
1
         4.8000           12863.910         4.8050           12869.010         4.8100           12874.100
         4.8150           12879.180         4.8200           12884.260         4.8250           12889.340
         4.8300           12894.410         4.8350           12899.470         4.8400           12904.530
         4.8450           12909.590         4.8500           12914.640         4.8550           12919.680
         4.8600           12924.720         4.8650           12929.750         4.8700           12934.780
         4.8750           12939.810         4.8800           12944.830         4.8850           12949.840
         4.8900           12954.850         4.8950           12959.860         4.9000           12964.860
         4.9050           12969.850         4.9100           12974.840         4.9150           12979.830
         4.9200           12984.810         4.9250           12989.780         4.9300           12994.750
         4.9350           12999.720         4.9400           13004.680         4.9450           13009.630
         4.9500           13014.580         4.9550           13019.530         4.9600           13024.470
         4.9650           13029.410         4.9700           13034.340         4.9750           13039.260
         4.9800           13044.180         4.9850           13049.100         4.9900           13054.010
         4.9950           13058.920         5.0000           13063.820         5.0050           13068.710
         5.0100           13073.610         5.0150           13078.490         5.0200           13083.380
         5.0250           13088.250         5.0300           13093.120         5.0350           13097.990
         5.0400           13102.850         5.0450           13107.710         5.0500           13112.560
         5.0550           13117.410         5.0600           13122.250         5.0650           13127.090
         5.0700           13131.930         5.0750           13136.750         5.0800           13141.580
         5.0850           13146.400         5.0900           13151.210         5.0950           13156.020
         5.1000           13160.830         5.1050           13165.630         5.1100           13170.420
         5.1150           13175.210         5.1200           13179.990         5.1250           13184.770
         5.1300           13189.550         5.1350           13194.320         5.1400           13199.090
         5.1450           13203.850         5.1500           13208.600         5.1550           13213.360
         5.1600           13218.100         5.1650           13222.850         5.1700           13227.580
         5.1750           13232.320         5.1800           13237.040         5.1850           13241.770
         5.1900           13246.480         5.1950           13251.200         5.2000           13255.910
         5.2050           13260.610         5.2100           13265.310         5.2150           13270.000
         5.2200           13274.690         5.2250           13279.380         5.2300           13284.060
         5.2350           13288.740         5.2400           13293.410         5.2450           13298.070
         5.2500           13302.740         5.2550           13307.390         5.2600           13312.040
         5.2650           13316.690         5.2700           13321.330         5.2750           13325.970
         5.2800           13330.610         5.2850           13335.230         5.2900           13339.860
         5.2950           13344.480         5.3000           13349.090         5.3050           13353.700
         5.3100           13358.310         5.3150           13362.910         5.3200           13367.500
         5.3250           13372.100         5.3300           13376.680         5.3350           13381.270
         5.3400           13385.840         5.3450           13390.420         5.3500           13394.980
         5.3550           13399.550         5.3600           13404.110         5.3650           13408.660
         5.3700           13413.210         5.3750           13417.760         5.3800           13422.300
         5.3850           13426.830         5.3900           13431.360         5.3950           13435.890
         5.4000           13440.410         5.4050           13444.930         5.4100           13449.440
         5.4150           13453.950         5.4200           13458.450         5.4250           13462.950
         5.4300           13467.450         5.4350           13471.940         5.4400           13476.420
         5.4450           13480.900         5.4500           13485.380         5.4550           13489.850
         5.4600           13494.320         5.4650           13498.780         5.4700           13503.240
1
         5.4750           13507.690         5.4800           13512.140         5.4850           13516.590
         5.4900           13521.030         5.4950           13525.460         5.5000           13529.890

1V'  B(V)  (CAL)   B(V)  (OBS)    DEVIATION        E(V)ALC)   E(V) (OBS)   DEVIATION        RMIN     RMAX   
   -1   5.8257         5.8257       .0000               .0000         .0000       .0000      1.7300      1.7300
    0   5.7341         5.7336       .0005            739.5387      739.6700      -.1313      1.5919      1.9002
    1   5.5511         5.5515      -.0004           2171.2130     2171.7700      -.5574      1.5070      2.0507
    2   5.3653         5.3663      -.0010           3539.4600     3540.2900      -.8298      1.4553      2.1709
    3   5.1698         5.1705      -.0007           4840.7640     4842.0700     -1.3057      1.4174      2.2820
    4   4.9590         4.9566       .0024           6069.2080     6071.3000     -2.0918      1.3873      2.3921
    5   4.7232         4.7175       .0057           7215.9320     7219.4400     -3.5078      1.3633      2.5053
    6   4.4586         4.4456       .0130           8269.9930     8275.2300     -5.2373      1.3431      2.6286
    7   4.1463         4.1336       .0127           9217.8250     9224.7000     -6.8750      1.3269      2.7658
    8   3.7836         3.7741       .0095          10044.1300    10051.1800     -7.0537      1.3122      2.9309
    9   3.3277         3.3598      -.0321          10729.2100    10735.2600     -6.0469      1.2995      3.1350
   10   2.8146         2.8832      -.0686          11259.2400    11254.8400      4.3975      1.2838      3.4209
  NOISE FACTOR HAS MAXIMUM VALUE OF    .55E-09
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 0   0    .4435519E-04             .2111807E+01
                                 0   1    .7804180E-03             .2180459E+01
                                 0   2    .6396878E-02             .2250544E+01
                                 0   3    .3190702E-01             .2323403E+01
                                 0   4    .1052982E+00             .2400989E+01
                                 0   5    .2320532E+00             .2486443E+01
                                 0   6    .3215895E+00             .2585844E+01
                                 0   7    .2396521E+00             .2714026E+01
                                 0   8    .6062442E-01             .2930090E+01
                                 0   9    .5932218E-04             .7217547E+01
                                 0  10    .1274309E-02             .3011480E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 1   0    .3757468E-03             .2073636E+01
                                 1   1    .4944234E-02             .2139610E+01
                                 1   2    .2843095E-01             .2205621E+01
                                 1   3    .8950191E-01             .2271904E+01
                                 1   4    .1522688E+00             .2337500E+01
                                 1   5    .1032472E+00             .2392880E+01
                                 1   6    .1362491E-03             .7832702E+00
                                 1   7    .1747454E+00             .2682114E+01
                                 1   8    .3557458E+00             .2796447E+01
                                 1   9    .7699189E-01             .3090811E+01
                                 1  10    .9984672E-02             .2526257E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 2   0    .1731805E-02             .2037638E+01
                                 2   1    .1687739E-01             .2101623E+01
                                 2   2    .6640185E-01             .2164652E+01
                                 2   3    .1231327E+00             .2226097E+01
                                 2   4    .8369604E-01             .2281415E+01
                                 2   5    .3905122E-03             .2002243E+01
                                 2   6    .7846365E-01             .2444033E+01
                                 2   7    .4864041E-01             .2397723E+01
                                 2   8    .1026964E+00             .2853588E+01
                                 2   9    .4115731E+00             .2900240E+01
                                 2  10    .1043242E-01             .3800369E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 3   0    .5408400E-02             .2003611E+01
                                 3   1    .3849236E-01             .2066084E+01
                                 3   2    .9934936E-01             .2126822E+01
                                 3   3    .9347446E-01             .2183918E+01
                                 3   4    .7675344E-02             .2208503E+01
                                 3   5    .4277220E-01             .2328331E+01
                                 3   6    .5822067E-01             .2358135E+01
                                 3   7    .9005396E-02             .2521056E+01
                                 3   8    .4659802E-01             .2312482E+01
                                 3   9    .1563180E+00             .3014833E+01
                                 3  10    .3260258E+00             .3022167E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 4   0    .1277325E-01             .1971311E+01
                                 4   1    .6506392E-01             .2032604E+01
                                 4   2    .1025724E+00             .2091458E+01
                                 4   3    .3308319E-01             .2142343E+01
                                 4   4    .1187077E-01             .2235464E+01
                                 4   5    .6489866E-01             .2267552E+01
                                 4   6    .8201344E-03             .2104572E+01
                                 4   7    .5803506E-01             .2398685E+01
                                 4   8    .6281521E-03             .2626099E+01
                                 4   9    .8804144E-02             .1273460E+01
                                 4  10    .3162197E+00             .3094225E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 5   0    .2457860E-01             .1940465E+01
                                 5   1    .8703335E-01             .2000808E+01
                                 5   2    .7351348E-01             .2057917E+01
                                 5   3    .6872042E-03             .2052805E+01
                                 5   4    .4924171E-01             .2180446E+01
                                 5   5    .2296419E-01             .2213558E+01
                                 5   6    .2447283E-01             .2310107E+01
                                 5   7    .2360225E-01             .2307151E+01
                                 5   8    .3362736E-01             .2458290E+01
                                 5   9    .8959289E-02             .3047324E+01
                                 5  10    .1808274E-01             .4578698E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 6   0    .4001562E-01             .1911021E+01
                                 6   1    .9470411E-01             .1970541E+01
                                 6   2    .3249749E-01             .2025515E+01
                                 6   3    .1252855E-01             .2097906E+01
                                 6   4    .5137968E-01             .2141108E+01
                                 6   5    .1061062E-03             .2479305E+01
                                 6   6    .4424630E-01             .2249477E+01
                                 6   7    .5434270E-03             .2529693E+01
                                 6   8    .3119374E-01             .2318557E+01
                                 6   9    .2734663E-01             .2658192E+01
                                 6  10    .4024029E-01             .3490686E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 7   0    .5675945E-01             .1882877E+01
                                 7   1    .8489500E-01             .1941603E+01
                                 7   2    .4837156E-02             .1990623E+01
                                 7   3    .3938922E-01             .2059871E+01
                                 7   4    .2153999E-01             .2103908E+01
                                 7   5    .1994487E-01             .2177484E+01
                                 7   6    .1958817E-01             .2199394E+01
                                 7   7    .2327916E-01             .2281332E+01
                                 7   8    .2886091E-02             .2237156E+01
                                 7   9    .2096806E-01             .2196887E+01
                                 7  10    .5894836E-01             .3054656E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 8   0    .7154015E-01             .1855931E+01
                                 8   1    .6216955E-01             .1913744E+01
                                 8   2    .1452036E-02             .1986538E+01
                                 8   3    .4910269E-01             .2028435E+01
                                 8   4    .8330828E-03             .2038416E+01
                                 8   5    .3752063E-01             .2136671E+01
                                 8   6    .1525408E-03             .1973898E+01
                                 8   7    .3037877E-01             .2227425E+01
                                 8   8    .6913240E-02             .2325887E+01
                                 8   9    .6041604E-02             .2386215E+01
                                 8  10    .3221038E-02             .4863836E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 9   0    .8190047E-01             .1830138E+01
                                 9   1    .3607605E-01             .1886647E+01
                                 9   2    .1557134E-01             .1948785E+01
                                 9   3    .3608472E-01             .1999138E+01
                                 9   4    .6599396E-02             .2066322E+01
                                 9   5    .2790822E-01             .2102465E+01
                                 9   6    .1028385E-01             .2171638E+01
                                 9   7    .1139903E-01             .2179311E+01
                                 9   8    .2251668E-01             .2247696E+01
                                 9   9    .2113527E-02             .2455372E+01
                                 9  10    .8461403E-02             .2927274E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                10   0    .8638214E-01             .1805500E+01
                                10   1    .1493620E-01             .1859556E+01
                                10   2    .3275834E-01             .1921564E+01
                                10   3    .1518026E-01             .1970293E+01
                                10   4    .2383100E-01             .2031130E+01
                                10   5    .8046951E-02             .2067613E+01
                                10   6    .2560309E-01             .2130285E+01
                                10   7    .1145718E-04             .1521723E+01
                                10   8    .1806700E-01             .2202526E+01
                                10   9    .1335711E-01             .2245407E+01
                                10  10    .2899352E-02             .2926482E+01
1R-CENTROID TABLE 

   2.112 2.180 2.251 2.323 2.401 2.486 2.586 2.714 2.930 7.218 3.011
   2.074 2.140 2.206 2.272 2.337 2.393  .783 2.682 2.796 3.091 2.526
   2.038 2.102 2.165 2.226 2.281 2.002 2.444 2.398 2.854 2.900 3.800
   2.004 2.066 2.127 2.184 2.209 2.328 2.358 2.521 2.312 3.015 3.022
   1.971 2.033 2.091 2.142 2.235 2.268 2.105 2.399 2.626 1.273 3.094
   1.940 2.001 2.058 2.053 2.180 2.214 2.310 2.307 2.458 3.047 4.579
   1.911 1.971 2.026 2.098 2.141 2.479 2.249 2.530 2.319 2.658 3.491
   1.883 1.942 1.991 2.060 2.104 2.177 2.199 2.281 2.237 2.197 3.055
   1.856 1.914 1.987 2.028 2.038 2.137 1.974 2.227 2.326 2.386  .486
   1.830 1.887 1.949 1.999 2.066 2.102 2.172 2.179 2.248 2.455 2.927
   1.805 1.860 1.922 1.970 2.031 2.068 2.130 1.522 2.203 2.245 2.926
1 FRANCK CONDON FACTOR TABLE  

    4.44E-05 7.80E-04 6.40E-03 3.19E-02 1.05E-01 2.32E-01 3.22E-01 2.40E-01 6.06E-02 5.93E-05 1.27E-03
    3.76E-04 4.94E-03 2.84E-02 8.95E-02 1.52E-01 1.03E-01 1.36E-04 1.75E-01 3.56E-01 7.70E-02 9.98E-03
    1.73E-03 1.69E-02 6.64E-02 1.23E-01 8.37E-02 3.91E-04 7.85E-02 4.86E-02 1.03E-01 4.12E-01 1.04E-02
    5.41E-03 3.85E-02 9.93E-02 9.35E-02 7.68E-03 4.28E-02 5.82E-02 9.01E-03 4.66E-02 1.56E-01 3.26E-01
    1.28E-02 6.51E-02 1.03E-01 3.31E-02 1.19E-02 6.49E-02 8.20E-04 5.80E-02 6.28E-04 8.80E-03 3.16E-01
    2.46E-02 8.70E-02 7.35E-02 6.87E-04 4.92E-02 2.30E-02 2.45E-02 2.36E-02 3.36E-02 8.96E-03 1.81E-02
    4.00E-02 9.47E-02 3.25E-02 1.25E-02 5.14E-02 1.06E-04 4.42E-02 5.43E-04 3.12E-02 2.73E-02 4.02E-02
    5.68E-02 8.49E-02 4.84E-03 3.94E-02 2.15E-02 1.99E-02 1.96E-02 2.33E-02 2.89E-03 2.10E-02 5.89E-02
    7.15E-02 6.22E-02 1.45E-03 4.91E-02 8.33E-04 3.75E-02 1.53E-04 3.04E-02 6.91E-03 6.04E-03 3.22E-03
    8.19E-02 3.61E-02 1.56E-02 3.61E-02 6.60E-03 2.79E-02 1.03E-02 1.14E-02 2.25E-02 2.11E-03 8.46E-03
    8.64E-02 1.49E-02 3.28E-02 1.52E-02 2.38E-02 8.05E-03 2.56E-02 1.15E-05 1.81E-02 1.34E-02 2.90E-03
1
 V'=   0 SUM OF FCF'S FOR V''=0, 10 IS  9.9967970E-01
 V'=   1 SUM OF FCF'S FOR V''=0, 10 IS  9.9637290E-01
 V'=   2 SUM OF FCF'S FOR V''=0, 10 IS  9.4403620E-01
 V'=   3 SUM OF FCF'S FOR V''=0, 10 IS  8.8334010E-01
 V'=   4 SUM OF FCF'S FOR V''=0, 10 IS  6.7476940E-01
 V'=   5 SUM OF FCF'S FOR V''=0, 10 IS  3.6676300E-01
 V'=   6 SUM OF FCF'S FOR V''=0, 10 IS  3.7480200E-01
 V'=   7 SUM OF FCF'S FOR V''=0, 10 IS  3.5303550E-01
 V'=   8 SUM OF FCF'S FOR V''=0, 10 IS  2.6932530E-01
 V'=   9 SUM OF FCF'S FOR V''=0, 10 IS  2.5891470E-01
 V'=  10 SUM OF FCF'S FOR V''=0, 10 IS  2.4107290E-01
 V""=  0 SUM OF FCF"S FOR V"=0, 10 IS  3.8151000E-01
 V""=  1 SUM OF FCF"S FOR V"=0, 10 IS  5.0597260E-01
 V""=  2 SUM OF FCF"S FOR V"=0, 10 IS  4.6378130E-01
 V""=  3 SUM OF FCF"S FOR V"=0, 10 IS  5.2407200E-01
 V""=  4 SUM OF FCF"S FOR V"=0, 10 IS  5.1423410E-01
 V""=  5 SUM OF FCF"S FOR V"=0, 10 IS  5.5985270E-01
 V""=  6 SUM OF FCF"S FOR V"=0, 10 IS  5.8357700E-01
 V""=  7 SUM OF FCF"S FOR V"=0, 10 IS  6.1929240E-01
 V""=  8 SUM OF FCF"S FOR V"=0, 10 IS  6.8149690E-01
 V""=  9 SUM OF FCF"S FOR V"=0, 10 IS  7.3253260E-01
 V""= 10 SUM OF FCF"S FOR V"=0, 10 IS  7.9579010E-01
