


  RMIN =  .750  MAXV   = 20  BE =    1.9730
                                 0   2    .6387051E-02             .9741314E+00
                                 0   3    .4134846E-03             .8837208E+00
                                 0   4    .2077808E-04             .7586350E+00
                                 0   5    .6366074E-06             .5006006E+00
                                 0   6    .2770011E-08            -.1302600E+01
                                 0   7    .1181063E-08             .1868690E+01
                                 0   8    .2629425E-09             .1277595E+01
                                 0   9    .4958944E-12             .2094542E+01
                                 0  10    .4219514E-10             .1149289E+01
                                 0  11    .3849036E-10             .1058168E+01
                                 0  12    .1740211E-10             .9869829E+00
                                 0  13    .6108894E-11             .9249671E+00
                                 0  14    .2181196E-11             .8803443E+00
                                 0  15    .1097309E-11             .8948894E+00
                                 0  16    .7263147E-12             .9584839E+00
                                 0  17    .4229272E-12             .9990072E+00
                                 0  18    .9478357E-13             .9873115E+00
                                 0  19    .1677440E-14             .1417845E+01
                                 0  20    .8588977E-13             .1146968E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 1   0    .8573200E-01             .1285441E+01
                                 1   1    .7651651E+00             .1175517E+01
                                 1   2    .1317618E+00             .1051705E+01
                                 1   3    .1586469E-01             .9779459E+00
                                 1   4    .1383324E-02             .8890036E+00
                                 1   5    .8981646E-04             .7701757E+00
                                 1   6    .3666910E-05             .5432512E+00
                                 1   7    .4122937E-07            -.4387082E+00
                                 1   8    .2711529E-08             .2532766E+01
                                 1   9    .9933225E-09             .1476938E+01
                                 1  10    .1157691E-10             .1098538E+01
                                 1  11    .3133317E-09             .1110589E+01
                                 1  12    .3330514E-09             .1047872E+01
                                 1  13    .1935905E-09             .9939199E+00
                                 1  14    .8789896E-10             .9521500E+00
                                 1  15    .3580981E-10             .9286274E+00
                                 1  16    .1297805E-10             .9095853E+00
                                 1  17    .3650903E-11             .8698111E+00
                                 1  18    .6129078E-12             .7453386E+00
                                 1  19    .2724500E-13             .1312873E+00
                                 1  20    .8934898E-14             .1926497E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 2   0    .1461480E-02             .1493262E+01
                                 2   1    .1511089E+00             .1297730E+01
                                 2   2    .6554496E+00             .1186136E+01
                                 2   3    .1625063E+00             .1051758E+01
                                 2   4    .2633527E-01             .9814945E+00
                                 2   5    .2892400E-02             .8937386E+00
                                 2   6    .2327181E-03             .7810140E+00
                                 2   7    .1216802E-04             .5798221E+00
                                 2   8    .2491949E-06            -.6722492E-01
                                 2   9    .1418702E-08             .5246807E+01
                                 2  10    .1528709E-08             .1909415E+01
                                 2  11    .1941965E-09             .8146033E+00
                                 2  12    .1566131E-08             .1068596E+01
                                 2  13    .1734701E-08             .1039176E+01
                                 2  14    .1084593E-08             .9996812E+00
                                 2  15    .4905779E-09             .9559680E+00
                                 2  16    .1810002E-09             .9109963E+00
                                 2  17    .6081496E-10             .8751742E+00
                                 2  18    .1909382E-10             .8471863E+00
                                 2  19    .5246903E-11             .8018290E+00
                                 2  20    .1051412E-11             .6571082E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 3   0    .4572186E-05             .5714836E+00
                                 3   1    .3315564E-02             .1527766E+01
                                 3   2    .2014010E+00             .1310401E+01
                                 3   3    .5747925E+00             .1197574E+01
                                 3   4    .1786066E+00             .1050446E+01
                                 3   5    .3654191E-01             .9849000E+00
                                 3   6    .4838931E-02             .8978902E+00
                                 3   7    .4679560E-03             .7908961E+00
                                 3   8    .3039624E-04             .6112489E+00
                                 3   9    .9687677E-06             .1459178E+00
                                 3  10    .1430304E-08            -.6279974E+01
                                 3  11    .4985261E-09             .4120301E+01
                                 3  12    .1759885E-08             .7788559E+00
                                 3  13    .5793901E-08             .1030843E+01
                                 3  14    .5940297E-08             .1021785E+01
                                 3  15    .3885576E-08             .9927387E+00
                                 3  16    .1910207E-08             .9581727E+00
                                 3  17    .7637345E-09             .9170417E+00
                                 3  18    .2667712E-09             .8697127E+00
                                 3  19    .9101520E-10             .8317465E+00
                                 3  20    .3430877E-10             .8164071E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 4   0    .7598588E-06             .1482612E+01
                                 4   1    .3157224E-04             .8182734E+00
                                 4   2    .4878128E-02             .1569503E+01
                                 4   3    .2403608E+00             .1323468E+01
                                 4   4    .5167025E+00             .1209878E+01
                                 4   5    .1842778E+00             .1047450E+01
                                 4   6    .4579245E-01             .9882883E+00
                                 4   7    .7085702E-02             .9014703E+00
                                 4   8    .8048588E-03             .7998659E+00
                                 4   9    .6341910E-04             .6384618E+00
                                 4  10    .2890882E-05             .2897912E+00
                                 4  11    .4279346E-07            -.1069793E+01
                                 4  12    .9614352E-09            -.2937229E+01
                                 4  13    .8561071E-08             .7533258E+00
                                 4  14    .1763528E-07             .1000115E+01
                                 4  15    .1687854E-07             .1005897E+01
                                 4  16    .1119156E-07             .9822057E+00
                                 4  17    .5958093E-08             .9541932E+00
                                 4  18    .2710354E-08             .9233407E+00
                                 4  19    .1100309E-08             .8883855E+00
                                 4  20    .4230741E-09             .8524046E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 5   0    .1027279E-07             .8269991E+00
                                 5   1    .3038329E-05             .1556204E+01
                                 5   2    .1148757E-03             .9643065E+00
                                 5   3    .5747483E-02             .1622302E+01
                                 5   4    .2705421E+00             .1336960E+01
                                 5   5    .4764406E+00             .1223046E+01
                                 5   6    .1825240E+00             .1042365E+01
                                 5   7    .5376685E-01             .9918014E+00
                                 5   8    .9491313E-02             .9044687E+00
                                 5   9    .1244774E-02             .8082197E+00
                                 5  10    .1164462E-03             .6618429E+00
                                 5  11    .7105297E-05             .3900619E+00
                                 5  12    .2492022E-06            -.2389193E+00
                                 5  13    .1952546E-07            -.4025693E+00
                                 5  14    .3023006E-07             .7319478E+00
                                 5  15    .4625627E-07             .9704996E+00
                                 5  16    .4281186E-07             .9916301E+00
                                 5  17    .2906543E-07             .9739946E+00
                                 5  18    .1639875E-07             .9497756E+00
                                 5  19    .8157791E-08             .9241616E+00
                                 5  20    .3720962E-08             .8977616E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 6   0    .2250787E-09             .2037814E+01
                                 6   1    .1009965E-06             .9884915E+00
                                 6   2    .6781014E-05             .1647759E+01
                                 6   3    .3018167E-03             .1065130E+01
                                 6   4    .5749733E-02             .1693135E+01
                                 6   5    .2936357E+00             .1350910E+01
                                 6   6    .4505327E+00             .1237016E+01
                                 6   7    .1754692E+00             .1034649E+01
                                 6   8    .6039193E-01             .9956635E+00
                                 6   9    .1191993E-01             .9067507E+00
                                 6  10    .1781157E-02             .8160555E+00
                                 6  11    .1944231E-03             .6822937E+00
                                 6  12    .1511267E-04             .4631588E+00
                                 6  13    .8818928E-06             .9926753E-01
                                 6  14    .1063129E-06             .9950226E-01
                                 6  15    .9029447E-07             .7223608E+00
                                 6  16    .1104496E-06             .9433786E+00
                                 6  17    .9934936E-07             .9777142E+00
                                 6  18    .6907082E-07             .9663961E+00
                                 6  19    .4085402E-07             .9460469E+00
                                 6  20    .2175561E-07             .9251434E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 7   0    .6873059E-11             .1470365E+01
                                 7   1    .3307162E-09             .3213116E+01
                                 7   2    .4897281E-06             .1095341E+01
                                 7   3    .1054850E-04             .1775675E+01
                                 7   4    .6447423E-03             .1141894E+01
                                 7   5    .4915377E-02             .1796220E+01
                                 7   6    .3106511E+00             .1365348E+01
                                 7   7    .4364872E+00             .1251666E+01
                                 7   8    .1645484E+00             .1023516E+01
                                 7   9    .6575429E-01             .1000173E+01
                                 7  10    .1425222E-01             .9081795E+00
                                 7  11    .2401149E-02             .8233901E+00
                                 7  12    .3015639E-03             .7004345E+00
                                 7  13    .2883138E-04             .5192652E+00
                                 7  14    .2403182E-05             .2845752E+00
                                 7  15    .3781657E-06             .3231963E+00
                                 7  16    .2392956E-06             .7218290E+00
                                 7  17    .2442729E-06             .9184144E+00
                                 7  18    .2143943E-06             .9642731E+00
                                 7  19    .1521474E-06             .9600971E+00
                                 7  20    .9277743E-07             .9419393E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 8   0    .9198240E-11             .1208292E+01
                                 8   1    .6898240E-10             .1713473E+01
                                 8   2    .5915416E-11            -.3032962E+02
                                 8   3    .1647317E-05             .1179276E+01
                                 8   4    .1173052E-04             .1986007E+01
                                 8   5    .1187377E-02             .1204793E+01
                                 8   6    .3453006E-02             .1966968E+01
                                 8   7    .3220025E+00             .1380333E+01
                                 8   8    .4325610E+00             .1266832E+01
                                 8   9    .1507715E+00             .1007868E+01
                                 8  10    .7002940E-01             .1005698E+01
                                 8  11    .1639292E-01             .9086054E+00
                                 8  12    .3087983E-02             .8302826E+00
                                 8  13    .4411893E-03             .7167658E+00
                                 8  14    .5062628E-04             .5646823E+00
                                 8  15    .5523725E-05             .4012470E+00
                                 8  16    .1058441E-05             .4505026E+00
                                 8  17    .5787566E-06             .7297807E+00
                                 8  18    .5073811E-06             .8970216E+00
                                 8  19    .4294165E-06             .9494140E+00
                                 8  20    .3113656E-06             .9539642E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                 9   0    .5251131E-11             .1093754E+01
                                 9   1    .2369001E-10             .1152721E+01
                                 9   2    .2523034E-09             .2048397E+01
                                 9   3    .5296959E-08            -.6372662E+00
                                 9   4    .4339239E-05             .1251220E+01
                                 9   5    .8330201E-05             .2435541E+01
                                 9   6    .1952503E-02             .1259702E+01
                                 9   7    .1750199E-02             .2323415E+01
                                 9   8    .3276868E+00             .1395957E+01
                                 9   9    .4374567E+00             .1282323E+01
                                 9  10    .1348753E+00             .9861367E+00
                                 9  11    .7345818E-01             .1012671E+01
                                 9  12    .1826755E-01             .9078333E+00
                                 9  13    .3823539E-02             .8368849E+00
                                 9  14    .6151128E-03             .7313114E+00
                                 9  15    .8330057E-04             .6031149E+00
                                 9  16    .1127537E-04             .4830247E+00
                                 9  17    .2500993E-05             .5294307E+00
                                 9  18    .1279760E-05             .7400556E+00
                                 9  19    .1004303E-05             .8820365E+00
                                 9  20    .8082176E-06             .9343174E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                10   0    .2482094E-12             .7516784E+00
                                10   1    .2697343E-10             .1091369E+01
                                10   2    .4531079E-10             .9951137E+00
                                10   3    .5706624E-09             .2576823E+01
                                10   4    .5788274E-07             .3586088E+00
                                10   5    .9359014E-05             .1317343E+01
                                10   6    .1905347E-05             .4387338E+01
                                10   7    .2925268E-02             .1310318E+01
                                10   8    .3756736E-03             .3644043E+01
                                10   9    .3273888E+00             .1412346E+01
                                10  10    .4501081E+00             .1297944E+01
                                10  11    .1174926E+00             .9560663E+00
                                10  12    .7630395E-01             .1021587E+01
                                10  13    .1981292E-01             .9054934E+00
                                10  14    .4593690E-02             .8435673E+00
                                10  15    .8235188E-03             .7440939E+00
                                10  16    .1296255E-03             .6355882E+00
                                10  17    .2107817E-04             .5454301E+00
                                10  18    .5241440E-05             .5839549E+00
                                10  19    .2581985E-05             .7470118E+00
                                10  20    .1886086E-05             .8711455E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                11   0    .1339334E-12             .1494471E+01
                                11   1    .5132851E-11             .9527597E+00
                                11   2    .8219632E-10             .1056135E+01
                                11   3    .1514693E-09             .8432367E+00
                                11   4    .8203805E-09             .3578511E+01
                                11   5    .3028714E-06             .7089468E+00
                                11   6    .1714004E-04             .1383422E+01
                                11   7    .1798739E-05            -.2580838E+01
                                11   8    .4034528E-02             .1359351E+01
                                11   9    .7145588E-04            -.4237673E+01
                                11  10    .3206690E+00             .1429670E+01
                                11  11    .4694899E+00             .1313497E+01
                                11  12    .9916126E-01             .9141484E+00
                                11  13    .7887573E-01             .1033101E+01
                                11  14    .2097352E-01             .9009872E+00
                                11  15    .5385475E-02             .8506026E+00
                                11  16    .1065842E-02             .7555295E+00
                                11  17    .1920995E-03             .6628706E+00
                                11  18    .3655576E-04             .5935259E+00
                                11  19    .1005293E-04             .6261299E+00
                                11  20    .4832560E-05             .7525048E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                12   0    .1132096E-12             .1265113E+01
                                12   1    .2405595E-13            -.1367953E+01
                                12   2    .4245161E-10             .1004771E+01
                                12   3    .2669598E-09             .1038909E+01
                                12   4    .1983399E-09             .3609299E+00
                                12   5    .1121974E-09             .1282365E+02
                                12   6    .1085727E-05             .8949894E+00
                                12   7    .2713694E-04             .1455046E+01
                                12   8    .3025744E-04             .2135106E+00
                                12   9    .5139175E-02             .1409364E+01
                                12  10    .1712996E-02             .1714023E+00
                                12  11    .3069987E+00             .1448179E+01
                                12  12    .4945944E+00             .1328799E+01
                                12  13    .8038045E-01             .8545568E+00
                                12  14    .8150858E-01             .1047904E+01
                                12  15    .2170623E-01             .8935779E+00
                                12  16    .6184998E-02             .8581946E+00
                                12  17    .1339342E-02             .7656637E+00
                                12  18    .2731600E-03             .6864861E+00
                                12  19    .5937602E-04             .6306121E+00
                                12  20    .1784893E-04             .6585881E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                13   0    .3819635E-14             .1127380E+01
                                13   1    .3439244E-13             .2325571E+01
                                13   2    .1039550E-10             .9257771E+00
                                13   3    .1078094E-09             .9525377E+00
                                13   4    .7618853E-09             .1044314E+01
                                13   5    .9029653E-10            -.1716322E+01
                                13   6    .3313847E-08            -.2266680E+01
                                13   7    .3061759E-05             .1018035E+01
                                13   8    .3721710E-04             .1539465E+01
                                13   9    .1266686E-03             .7300972E+00
                                13  10    .6036102E-02             .1463383E+01
                                13  11    .6248537E-02             .7320819E+00
                                13  12    .2859114E+00             .1468266E+01
                                13  13    .5242084E+00             .1343696E+01
                                13  14    .6177248E-01             .7672622E+00
                                13  15    .8453380E-01             .1066613E+01
                                13  16    .2196497E-01             .8821952E+00
                                13  17    .6984044E-02             .8668088E+00
                                13  18    .1637322E-02             .7740921E+00
                                13  19    .3745045E-03             .7072877E+00
                                13  20    .9133965E-04             .6605857E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                14   0    .2670656E-13             .1143722E+01
                                14   1    .1581640E-12             .1026963E+01
                                14   2    .2755207E-12             .1372004E+00
                                14   3    .3493679E-10             .9207599E+00
                                14   4    .3031824E-09             .9554284E+00
                                14   5    .1486486E-08             .1007856E+01
                                14   6    .5089394E-11            -.2409901E+02
                                14   7    .4574049E-07            -.1853828E+00
                                14   8    .7292500E-05             .1112766E+01
                                14   9    .4306665E-04             .1650982E+01
                                14  10    .3465790E-03             .9596700E+00
                                14  11    .6487476E-02             .1525814E+01
                                14  12    .1460259E-01             .9596040E+00
                                14  13    .2572818E+00             .1490567E+01
                                14  14    .5566629E+00             .1358041E+01
                                14  15    .4409169E-01             .6333289E+00
                                14  16    .8831052E-01             .1089801E+01
                                14  17    .2169406E-01             .8650859E+00
                                14  18    .7781559E-02             .8771392E+00
                                14  19    .1951016E-02             .7806830E+00
                                14  20    .4959934E-03             .7253094E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                15   0    .8704880E-13             .1106453E+01
                                15   1    .4667500E-12             .1161055E+01
                                15   2    .2563161E-12             .1709144E+01
                                15   3    .5481505E-11             .8256030E+00
                                15   4    .7019425E-10             .8305112E+00
                                15   5    .8335606E-09             .9838769E+00
                                15   6    .2167676E-08             .8875228E+00
                                15   7    .5463480E-10            -.1298973E+02
                                15   8    .2464364E-06             .3775514E+00
                                15   9    .1522172E-04             .1193912E+01
                                15  10    .3940303E-04             .1825736E+01
                                15  11    .7543301E-03             .1098086E+01
                                15  12    .6259713E-02             .1604489E+01
                                15  13    .2749110E-01             .1087329E+01
                                15  14    .2215148E+00             .1516129E+01
                                15  15    .5898431E+00             .1371678E+01
                                15  16    .2815766E-01             .4112389E+00
                                15  17    .9325449E-01             .1117917E+01
                                15  18    .2083931E-01             .8396470E+00
                                15  19    .8576087E-02             .8898681E+00
                                15  20    .2268194E-02             .7851809E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                16   0    .6259620E-13             .1088083E+01
                                16   1    .1118775E-12             .1175705E+01
                                16   2    .4257602E-13             .1355667E+01
                                16   3    .1710338E-12             .2269587E+01
                                16   4    .1320555E-10             .7552761E+00
                                16   5    .1918293E-09             .8243035E+00
                                16   6    .2107002E-08             .1012384E+01
                                16   7    .2404433E-08             .5976566E+00
                                16   8    .1869187E-08            -.2882959E+01
                                16   9    .9283389E-06             .6608610E+00
                                16  10    .2796619E-04             .1268001E+01
                                16  11    .2404631E-04             .2193244E+01
                                16  12    .1407091E-02             .1197592E+01
                                16  13    .5214717E-02             .1716326E+01
                                16  14    .4521422E-01             .1172241E+01
                                16  15    .1796989E+00             .1546873E+01
                                16  16    .6211181E+00             .1384440E+01
                                16  17    .1492038E-01            -.9093992E-02
                                16  18    .9979890E-01             .1151043E+01
                                16  19    .1935340E-01             .8018364E+00
                                16  20    .9375675E-02             .9060145E+00
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                17   0    .1220918E-13             .1130512E+01
                                17   1    .4320236E-13             .1234460E+01
                                17   2    .2291767E-13             .1670655E+01
                                17   3    .1927543E-11             .1314792E+01
                                17   4    .5372985E-12             .1837236E+00
                                17   5    .3905925E-10             .7023695E+00
                                17   6    .6510131E-09             .8926772E+00
                                17   7    .4016172E-08             .9905135E+00
                                17   8    .2941827E-08             .1727169E+00
                                17   9    .1607372E-07            -.1000549E+01
                                17  10    .2842130E-05             .8453686E+00
                                17  11    .4514458E-04             .1340914E+01
                                17  12    .4265951E-05             .3924902E+01
                                17  13    .2320261E-02             .1278214E+01
                                17  14    .3444158E-02             .1907748E+01
                                17  15    .6740753E-01             .1235170E+01
                                17  16    .1339915E+00             .1586616E+01
                                17  17    .6470871E+00             .1396127E+01
                                17  18    .5392078E-02            -.1045931E+01
                                17  19    .1084564E+00             .1188950E+01
                                17  20    .1720661E-01             .7447704E+00
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                18   0    .1391123E-13             .1078904E+01
                                18   1    .2228031E-12             .1181122E+01
                                18   2    .1985907E-14             .2716623E+01
                                18   3    .7566164E-12             .1158443E+01
                                18   4    .7807187E-12             .1625285E+01
                                18   5    .9075398E-11             .7075765E+00
                                18   6    .1182514E-09             .6758994E+00
                                18   7    .2050674E-08             .9646310E+00
                                18   8    .6021793E-08             .9101436E+00
                                18   9    .4449826E-08            -.2804488E+00
                                18  10    .9029867E-07            -.1724306E+00
                                18  11    .7321964E-05             .9777573E+00
                                18  12    .6368112E-04             .1420101E+01
                                18  13    .6865129E-05            -.1079983E+01
                                18  14    .3423179E-02             .1350350E+01
                                18  15    .1403956E-02             .2376681E+01
                                18  16    .9269470E-01             .1285550E+01
                                18  17    .8784403E-01             .1644044E+01
                                18  18    .6637756E+00             .1406481E+01
                                18  19    .4929359E-03            -.7081484E+01
                                18  20    .1197731E+00             .1231013E+01
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                19   0    .8388179E-13             .1137063E+01
                                19   1    .1743615E-12             .1124754E+01
                                19   2    .1230522E-12             .1129486E+01
                                19   3    .1264977E-16            -.2499951E+02
                                19   4    .9496675E-12             .1345308E+01
                                19   5    .7008142E-12             .2672427E+00
                                19   6    .3218470E-10             .6529999E+00
                                19   7    .5008974E-09             .8073859E+00
                                19   8    .4410273E-08             .9726190E+00
                                19   9    .8793696E-08             .8021933E+00
                                19  10    .7448127E-08            -.7533948E+00
                                19  11    .3998649E-06             .3061098E+00
                                19  12    .1624949E-04             .1081749E+01
                                19  13    .7634488E-04             .1516687E+01
                                19  14    .8860497E-04             .6013036E+00
                                19  15    .4525122E-02             .1421475E+01
                                19  16    .5975088E-04             .6918584E+01
                                19  17    .1184960E+00             .1328454E+01
                                19  18    .4605240E-01             .1744120E+01
                                19  19    .6667941E+00             .1415163E+01
                                19  20    .9322205E-03             .7886355E+01
1
 
                                V"   V""  FRANCK CONDON FACTOR     R-CENTROID

                                20   0    .9929301E-13             .1142009E+01
                                20   1    .3682665E-13             .9941787E+00
                                20   2    .2610003E-12             .1197017E+01
                                20   3    .1626478E-12             .1346646E+01
                                20   4    .2175195E-13             .1315957E+01
                                20   5    .9874951E-13             .2850595E+01
                                20   6    .1538608E-10             .8326718E+00
                                20   7    .8544245E-10             .5586496E+00
                                20   8    .1710384E-08             .9127952E+00
                                20   9    .7377484E-08             .9408765E+00
                                20  10    .1195142E-07             .6341466E+00
                                20  11    .1842623E-07            -.8054687E+00
                                20  12    .1410529E-05             .5961990E+00
                                20  13    .3169633E-04             .1172362E+01
                                20  14    .7261184E-04             .1656600E+01
                                20  15    .3378976E-03             .9658279E+00
                                20  16    .5290874E-02             .1499323E+01
                                20  17    .9501798E-03            -.1339310E+00
                                20  18    .1408934E+00             .1366976E+01
                                20  19    .1470677E-01             .1997473E+01
                                20  20    .6519200E+00             .1421796E+01
1R-CENTROID TABLE 

   1.166 1.051  .974  .884  .759  .501-1.303 1.869 1.278 2.095 1.149 1.058  .987  .925  .880  .895  .958  .999  .987 1.418 1.147
   1.285 1.176 1.052  .978  .889  .770  .543 -.439 2.533 1.477 1.099 1.111 1.048  .994  .952  .929  .910  .870  .745  .131 1.926
   1.493 1.298 1.186 1.052  .981  .894  .781  .580 -.067 5.247 1.909  .815 1.069 1.039 1.000  .956  .911  .875  .847  .802  .657
    .571 1.528 1.310 1.198 1.050  .985  .898  .791  .611  .146-6.280 4.120  .779 1.031 1.022  .993  .958  .917  .870  .832  .816
   1.483  .818 1.570 1.323 1.210 1.047  .988  .901  .800  .638  .290-1.070-2.937  .753 1.000 1.006  .982  .954  .923  .888  .852
    .827 1.556  .964 1.622 1.337 1.223 1.042  .992  .904  .808  .662  .390 -.239 -.403  .732  .970  .992  .974  .950  .924  .898
   2.038  .988 1.648 1.065 1.693 1.351 1.237 1.035  .996  .907  .816  .682  .463  .099  .100  .722  .943  .978  .966  .946  .925
   1.470 3.213 1.095 1.776 1.142 1.796 1.365 1.252 1.024 1.000  .908  .823  .700  .519  .285  .323  .722  .918  .964  .960  .942
   1.208 1.713****** 1.179 1.986 1.205 1.967 1.380 1.267 1.008 1.006  .909  .830  .717  .565  .401  .451  .730  .897  .949  .954
   1.094 1.153 2.048 -.637 1.251 2.436 1.260 2.323 1.396 1.282  .986 1.013  .908  .837  .731  .603  .483  .529  .740  .882  .934
    .752 1.091  .995 2.577  .359 1.317 4.387 1.310 3.644 1.412 1.298  .956 1.022  .905  .844  .744  .636  .545  .584  .747  .871
   1.494  .953 1.056  .843 3.579  .709 1.383-2.581 1.359-4.238 1.430 1.313  .914 1.033  .901  .851  .756  .663  .594  .626  .753
   1.265-1.368 1.005 1.039  .36112.824  .895 1.455  .214 1.409  .171 1.448 1.329  .855 1.048  .894  .858  .766  .686  .631  .659
   1.127 2.326  .926  .953 1.044-1.716-2.267 1.018 1.539  .730 1.463  .732 1.468 1.344  .767 1.067  .882  .867  .774  .707  .661
   1.144 1.027  .137  .921  .955 1.008****** -.185 1.113 1.651  .960 1.526  .960 1.491 1.358  .633 1.090  .865  .877  .781  .725
   1.106 1.161 1.709  .826  .831  .984  .888******  .378 1.194 1.826 1.098 1.604 1.087 1.516 1.372  .411 1.118  .840  .890  .785
   1.088 1.176 1.356 2.270  .755  .824 1.012  .598-2.883  .661 1.268 2.193 1.198 1.716 1.172 1.547 1.384 -.009 1.151  .802  .906
   1.131 1.234 1.671 1.315  .184  .702  .893  .991  .173-1.001  .845 1.341 3.925 1.278 1.908 1.235 1.587 1.396-1.046 1.189  .745
   1.079 1.181 2.717 1.158 1.625  .708  .676  .965  .910 -.280 -.172  .978 1.420-1.080 1.350 2.377 1.286 1.644 1.406-7.081 1.231
   1.137 1.125 1.129****** 1.345  .267  .653  .807  .973  .802 -.753  .306 1.082 1.517  .601 1.421 6.919 1.328 1.744 1.415 7.886
   1.142  .994 1.197 1.347 1.316 2.851  .833  .559  .913  .941  .634 -.805  .596 1.172 1.657  .966 1.499 -.134 1.367 1.997 1.422
1 FRANCK CONDON FACTOR TABLE  

    9.13E-01 8.04E-02 6.39E-03 4.13E-04 2.08E-05 6.37E-07 2.77E-09 1.18E-09 2.63E-10 4.96E-13 4.22E-11 3.85E-11 1.74E-11 6.11E-12
 2.18E-12 1.10E-12 7.26E-13 4.23E-13 9.48E-14 1.68E-15 8.59E-14
    8.57E-02 7.65E-01 1.32E-01 1.59E-02 1.38E-03 8.98E-05 3.67E-06 4.12E-08 2.71E-09 9.93E-10 1.16E-11 3.13E-10 3.33E-10 1.94E-10
 8.79E-11 3.58E-11 1.30E-11 3.65E-12 6.13E-13 2.72E-14 8.93E-15
    1.46E-03 1.51E-01 6.55E-01 1.63E-01 2.63E-02 2.89E-03 2.33E-04 1.22E-05 2.49E-07 1.42E-09 1.53E-09 1.94E-10 1.57E-09 1.73E-09
 1.08E-09 4.91E-10 1.81E-10 6.08E-11 1.91E-11 5.25E-12 1.05E-12
    4.57E-06 3.32E-03 2.01E-01 5.75E-01 1.79E-01 3.65E-02 4.84E-03 4.68E-04 3.04E-05 9.69E-07 1.43E-09 4.99E-10 1.76E-09 5.79E-09
 5.94E-09 3.89E-09 1.91E-09 7.64E-10 2.67E-10 9.10E-11 3.43E-11
    7.60E-07 3.16E-05 4.88E-03 2.40E-01 5.17E-01 1.84E-01 4.58E-02 7.09E-03 8.05E-04 6.34E-05 2.89E-06 4.28E-08 9.61E-10 8.56E-09
 1.76E-08 1.69E-08 1.12E-08 5.96E-09 2.71E-09 1.10E-09 4.23E-10
    1.03E-08 3.04E-06 1.15E-04 5.75E-03 2.71E-01 4.76E-01 1.83E-01 5.38E-02 9.49E-03 1.24E-03 1.16E-04 7.11E-06 2.49E-07 1.95E-08
 3.02E-08 4.63E-08 4.28E-08 2.91E-08 1.64E-08 8.16E-09 3.72E-09
    2.25E-10 1.01E-07 6.78E-06 3.02E-04 5.75E-03 2.94E-01 4.51E-01 1.75E-01 6.04E-02 1.19E-02 1.78E-03 1.94E-04 1.51E-05 8.82E-07
 1.06E-07 9.03E-08 1.10E-07 9.93E-08 6.91E-08 4.09E-08 2.18E-08
    6.87E-12 3.31E-10 4.90E-07 1.05E-05 6.45E-04 4.92E-03 3.11E-01 4.36E-01 1.65E-01 6.58E-02 1.43E-02 2.40E-03 3.02E-04 2.88E-05
 2.40E-06 3.78E-07 2.39E-07 2.44E-07 2.14E-07 1.52E-07 9.28E-08
    9.20E-12 6.90E-11 5.92E-12 1.65E-06 1.17E-05 1.19E-03 3.45E-03 3.22E-01 4.33E-01 1.51E-01 7.00E-02 1.64E-02 3.09E-03 4.41E-04
 5.06E-05 5.52E-06 1.06E-06 5.79E-07 5.07E-07 4.29E-07 3.11E-07
    5.25E-12 2.37E-11 2.52E-10 5.30E-09 4.34E-06 8.33E-06 1.95E-03 1.75E-03 3.28E-01 4.37E-01 1.35E-01 7.35E-02 1.83E-02 3.82E-03
 6.15E-04 8.33E-05 1.13E-05 2.50E-06 1.28E-06 1.00E-06 8.08E-07
    2.48E-13 2.70E-11 4.53E-11 5.71E-10 5.79E-08 9.36E-06 1.91E-06 2.93E-03 3.76E-04 3.27E-01 4.50E-01 1.17E-01 7.63E-02 1.98E-02
 4.59E-03 8.24E-04 1.30E-04 2.11E-05 5.24E-06 2.58E-06 1.89E-06
    1.34E-13 5.13E-12 8.22E-11 1.51E-10 8.20E-10 3.03E-07 1.71E-05 1.80E-06 4.03E-03 7.15E-05 3.21E-01 4.69E-01 9.92E-02 7.89E-02
